Derives_from,Accession,Name,Arm,Chromosome,Strand,Start,End
MI0000651,MIMAT0031892,hsa-miR-1-5p,5p,chr20,+,62554312,62554333
MI0000451,MIMAT0000427,hsa-miR-133a-3p,3p,chr20,+,62564970,62564991
MI0000451,MIMAT0026478,hsa-miR-133a-5p,5p,chr20,+,62564933,62564954
MI0000445,MIMAT0004591,hsa-miR-124-5p,5p,chr20,+,63178514,63178535
MI0000445,MIMAT0000422,hsa-miR-124-3p,3p,chr20,+,63178552,63178573
MI0014241,MIMAT0015080,hsa-miR-3196,5p,chr20,+,63238788,63238805
MI0015866,MIMAT0016888,hsa-miR-4326,5p,chr20,+,63286818,63286837
MI0005763,MIMAT0004984,hsa-miR-941,3p,chr20,+,63919495,63919517
MI0005764,MIMAT0004984,hsa-miR-941,3p,chr20,+,63919551,63919573
MI0005765,MIMAT0004984,hsa-miR-941,3p,chr20,+,63919607,63919629
MI0005766,MIMAT0004984,hsa-miR-941,3p,chr20,+,63919802,63919824
MI0031520,MIMAT0004984,hsa-miR-941,3p,chr20,+,63919914,63919936
MI0008335,MIMAT0007889,hsa-miR-1914-5p,5p,chr20,-,63941511,63941532
MI0008335,MIMAT0007890,hsa-miR-1914-3p,3p,chr20,-,63941474,63941495
MI0003662,MIMAT0003317,hsa-miR-647,5p,chr20,-,63942691,63942711
MI0022658,MIMAT0027526,hsa-miR-6813-5p,5p,chr20,-,64076983,64077005
MI0022658,MIMAT0027527,hsa-miR-6813-3p,3p,chr20,-,64076955,64076975
MI0025905,MIMAT0030996,hsa-miR-8069,3p,chr21,+,6859224,6859246
MI0022559,MIMAT0025856,hsa-miR-6724-5p,5p,chr21,+,8205325,8205347
MI0033425,MIMAT0041633,hsa-miR-10401-5p,5p,chr21,+,8206563,8206582
MI0033425,MIMAT0041634,hsa-miR-10401-3p,3p,chr21,+,8206598,8206618
MI0016048,MIMAT0018068,hsa-miR-3648,5p,chr21,+,8208500,8208520
MI0031516,MIMAT0025856,hsa-miR-6724-5p,5p,chr21,+,8249515,8249537
MI0033425,MIMAT0041633,hsa-miR-10401-5p,5p,chr21,+,8250772,8250791
MI0033425,MIMAT0041634,hsa-miR-10401-3p,3p,chr21,+,8250807,8250827
MI0031517,MIMAT0025856,hsa-miR-6724-5p,5p,chr21,+,8388372,8388394
MI0033425,MIMAT0041633,hsa-miR-10401-5p,5p,chr21,+,8389610,8389629
MI0033425,MIMAT0041634,hsa-miR-10401-3p,3p,chr21,+,8389645,8389665
MI0031518,MIMAT0025856,hsa-miR-6724-5p,5p,chr21,+,8432540,8432562
MI0033425,MIMAT0041633,hsa-miR-10401-5p,5p,chr21,+,8433797,8433816
MI0033425,MIMAT0041634,hsa-miR-10401-3p,3p,chr21,+,8433832,8433852
MI0033426,MIMAT0041635,hsa-miR-10396b-5p,5p,chr21,+,8436324,8436343
MI0033426,MIMAT0041636,hsa-miR-10396b-3p,3p,chr21,+,8436353,8436374
MI0031512,MIMAT0018068,hsa-miR-3648,5p,chr21,+,8987026,8987046
MI0033420,MIMAT0041623,hsa-miR-10396a-5p,5p,chr21,+,8987617,8987635
MI0033420,MIMAT0041624,hsa-miR-10396a-3p,3p,chr21,+,8987645,8987665
MI0014242,MIMAT0015030,hsa-miR-3156-5p,5p,chr21,-,13406431,13406452
MI0014131,MIMAT0014980,hsa-miR-3118,3p,chr21,-,13644784,13644806
MI0031519,MIMAT0030996,hsa-miR-8069,3p,chr21,+,13724242,13724264
MI0000101,MIMAT0000097,hsa-miR-99a-5p,5p,chr21,+,16539101,16539122
MI0000101,MIMAT0004511,hsa-miR-99a-3p,3p,chr21,+,16539138,16539159
MI0000064,MIMAT0000064,hsa-let-7c-5p,5p,chr21,+,16539838,16539859
MI0000064,MIMAT0026472,hsa-let-7c-3p,3p,chr21,+,16539883,16539904
MI0000470,MIMAT0000423,hsa-miR-125b-5p,5p,chr21,+,16590253,16590274
MI0000470,MIMAT0004603,hsa-miR-125b-2-3p,3p,chr21,+,16590290,16590311
MI0014244,MIMAT0015081,hsa-miR-548x-3p,3p,chr21,-,18686100,18686119
MI0014244,MIMAT0022733,hsa-miR-548x-5p,5p,chr21,-,18686135,18686157
MI0021275,MIMAT0024614,hsa-miR-6130,3p,chr21,+,23079354,23079372
MI0000681,MIMAT0000646,hsa-miR-155-5p,5p,chr21,+,25573983,25574006
MI0000681,MIMAT0004658,hsa-miR-155-3p,3p,chr21,+,25574022,25574043
MI0017400,MIMAT0019905,hsa-miR-4759,5p,chr21,+,26953965,26953985
MI0015867,MIMAT0016889,hsa-miR-4327,5p,chr21,-,30375350,30375368
MI0022213,MIMAT0025458,hsa-miR-6501-5p,5p,chr21,+,33550664,33550685
MI0022213,MIMAT0025459,hsa-miR-6501-3p,3p,chr21,+,33550705,33550727
MI0003906,MIMAT0004185,hsa-miR-802,5p,chr21,+,35720732,35720754
MI0022220,MIMAT0025472,hsa-miR-6508-5p,5p,chr21,+,39447014,39447034
MI0022220,MIMAT0025473,hsa-miR-6508-3p,3p,chr21,+,39447046,39447067
MI0017401,MIMAT0019906,hsa-miR-4760-5p,5p,chr21,-,40212401,40212422
MI0017401,MIMAT0019907,hsa-miR-4760-3p,3p,chr21,-,40212359,40212380
MI0014245,MIMAT0015082,hsa-miR-3197,5p,chr21,+,41167564,41167586
MI0022659,MIMAT0027528,hsa-miR-6814-5p,5p,chr21,-,41746815,41746836
MI0022659,MIMAT0027529,hsa-miR-6814-3p,3p,chr21,-,41746772,41746793
MI0019311,MIMAT0022497,hsa-miR-5692b,5p,chr21,-,42950986,42951005
MI0020347,MIMAT0023695,hsa-miR-6070,5p,chr21,-,43609953,43609971
MI0022660,MIMAT0027530,hsa-miR-6815-5p,5p,chr21,+,45478271,45478293
MI0022660,MIMAT0027531,hsa-miR-6815-3p,3p,chr21,+,45478306,45478326
MI0014246,MIMAT0015083,hsa-miR-3198,3p,chr22,-,17764190,17764211
MI0003663,MIMAT0003318,hsa-miR-648,5p,chr22,-,17980928,17980946
MI0017402,MIMAT0019908,hsa-miR-4761-5p,5p,chr22,+,19963755,19963775
MI0017402,MIMAT0019909,hsa-miR-4761-3p,3p,chr22,+,19963814,19963834
MI0000482,MIMAT0000455,hsa-miR-185-5p,5p,chr22,+,20033153,20033174
MI0000482,MIMAT0004611,hsa-miR-185-3p,3p,chr22,+,20033188,20033209
MI0016008,MIMAT0017998,hsa-miR-3618,3p,chr22,+,20085797,20085818
MI0006443,MIMAT0005950,hsa-miR-1306-3p,3p,chr22,+,20086112,20086129
MI0006443,MIMAT0022726,hsa-miR-1306-5p,5p,chr22,+,20086072,20086093
MI0022661,MIMAT0027532,hsa-miR-6816-5p,5p,chr22,-,20114726,20114746
MI0022661,MIMAT0027533,hsa-miR-6816-3p,3p,chr22,-,20114693,20114710
MI0006348,MIMAT0005877,hsa-miR-1286,3p,chr22,-,20249145,20249165
MI0003664,MIMAT0003319,hsa-miR-649,3p,chr22,-,21034191,21034212
MI0005568,MIMAT0004958,hsa-miR-301b-3p,3p,chr22,+,21653025,21653047
MI0005568,MIMAT0032026,hsa-miR-301b-5p,5p,chr22,+,21652990,21653011
MI0000748,MIMAT0004680,hsa-miR-130b-5p,5p,chr22,+,21653316,21653336
MI0000748,MIMAT0000691,hsa-miR-130b-3p,3p,chr22,+,21653354,21653375
MI0003665,MIMAT0003320,hsa-miR-650,5p,chr22,+,22822791,22822811
MI0019115,MIMAT0022257,hsa-miR-5571-5p,5p,chr22,+,22886291,22886311
MI0019115,MIMAT0022258,hsa-miR-5571-3p,3p,chr22,+,22886331,22886349
MI0022662,MIMAT0027534,hsa-miR-6817-5p,5p,chr22,+,25455651,25455674
MI0022662,MIMAT0027535,hsa-miR-6817-3p,3p,chr22,+,25455692,25455710
MI0006345,MIMAT0005875,hsa-miR-548j-5p,5p,chr22,-,26555274,26555295
MI0006345,MIMAT0026737,hsa-miR-548j-3p,3p,chr22,-,26555239,26555259
MI0014247,MIMAT0015084,hsa-miR-3199,5p,chr22,-,27920581,27920603
MI0014248,MIMAT0015084,hsa-miR-3199,5p,chr22,+,27920535,27920557
MI0019412,MIMAT0023116,hsa-miR-5739,3p,chr22,+,28459925,28459944
MI0022663,MIMAT0027536,hsa-miR-6818-5p,5p,chr22,+,30007054,30007075
MI0022663,MIMAT0027537,hsa-miR-6818-3p,3p,chr22,+,30007092,30007113
MI0014249,MIMAT0017392,hsa-miR-3200-5p,5p,chr22,+,30731569,30731590
MI0014249,MIMAT0015085,hsa-miR-3200-3p,3p,chr22,+,30731610,30731631
MI0016438,MIMAT0018205,hsa-miR-3928-3p,3p,chr22,-,31160062,31160083
MI0016438,MIMAT0027037,hsa-miR-3928-5p,5p,chr22,-,31160095,31160117
MI0022960,MIMAT0028115,hsa-miR-7109-5p,5p,chr22,-,31621506,31621526
MI0022960,MIMAT0028116,hsa-miR-7109-3p,3p,chr22,-,31621473,31621494
MI0017405,MIMAT0019914,hsa-miR-4764-5p,5p,chr22,-,33436640,33436660
MI0017405,MIMAT0019915,hsa-miR-4764-3p,3p,chr22,-,33436588,33436609
MI0016413,MIMAT0018183,hsa-miR-3909,3p,chr22,+,35335710,35335731
MI0020346,MIMAT0023694,hsa-miR-6069,5p,chr22,-,35336768,35336788
MI0022664,MIMAT0027538,hsa-miR-6819-5p,5p,chr22,-,36286881,36286902
MI0022664,MIMAT0027539,hsa-miR-6819-3p,3p,chr22,-,36286847,36286867
MI0003682,MIMAT0003336,hsa-miR-658,3p,chr22,-,37844287,37844311
MI0003683,MIMAT0003337,hsa-miR-659-3p,3p,chr22,-,37847693,37847714
MI0003683,MIMAT0022710,hsa-miR-659-5p,5p,chr22,-,37847732,37847753
MI0022665,MIMAT0027540,hsa-miR-6820-5p,5p,chr22,+,37967568,37967586
MI0022665,MIMAT0027541,hsa-miR-6820-3p,3p,chr22,+,37967603,37967624
MI0016901,MIMAT0019073,hsa-miR-4534,3p,chr22,+,37988829,37988845
MI0017407,MIMAT0019917,hsa-miR-4766-5p,5p,chr22,-,40813927,40813947
MI0017407,MIMAT0019918,hsa-miR-4766-3p,3p,chr22,-,40813893,40813913
MI0006428,MIMAT0005939,hsa-miR-1281,3p,chr22,+,41092545,41092561
MI0022736,MIMAT0027678,hsa-miR-6889-5p,5p,chr22,-,41253023,41253045
MI0022736,MIMAT0027679,hsa-miR-6889-3p,3p,chr22,-,41252992,41253011
MI0000091,MIMAT0000091,hsa-miR-33a-5p,5p,chr22,+,41900949,41900969
MI0000091,MIMAT0004506,hsa-miR-33a-3p,3p,chr22,+,41900989,41901010
MI0016902,MIMAT0019074,hsa-miR-378i,5p,chr22,-,41923271,41923291
MI0006384,MIMAT0005901,hsa-miR-1249-3p,3p,chr22,-,45200958,45200979
MI0006384,MIMAT0032029,hsa-miR-1249-5p,5p,chr22,-,45200993,45201016
MI0017403,MIMAT0019910,hsa-miR-4762-5p,5p,chr22,+,45760532,45760552
MI0017403,MIMAT0019911,hsa-miR-4762-3p,3p,chr22,+,45760572,45760593
MI0016009,MIMAT0017999,hsa-miR-3619-5p,5p,chr22,+,46091059,46091080
MI0016009,MIMAT0019219,hsa-miR-3619-3p,3p,chr22,+,46091090,46091111
MI0000062,MIMAT0000062,hsa-let-7a-5p,5p,chr22,+,46112752,46112773
MI0000062,MIMAT0004481,hsa-let-7a-3p,3p,chr22,+,46112800,46112820
MI0017404,MIMAT0019912,hsa-miR-4763-5p,5p,chr22,+,46113584,46113604
MI0017404,MIMAT0019913,hsa-miR-4763-3p,3p,chr22,+,46113624,46113647
MI0000063,MIMAT0000063,hsa-let-7b-5p,5p,chr22,+,46113691,46113712
MI0000063,MIMAT0004482,hsa-let-7b-3p,3p,chr22,+,46113745,46113766
MI0014250,MIMAT0015086,hsa-miR-3201,5p,chr22,+,48274364,48274380
MI0016903,MIMAT0019075,hsa-miR-4535,3p,chr22,+,48780331,48780347
MI0016068,MIMAT0018089,hsa-miR-3667-5p,5p,chr22,-,49543437,49543458
MI0016068,MIMAT0018090,hsa-miR-3667-3p,3p,chr22,-,49543401,49543422
MI0022666,MIMAT0027542,hsa-miR-6821-5p,5p,chr22,+,49962866,49962888
MI0022666,MIMAT0027543,hsa-miR-6821-3p,3p,chr22,+,49962919,49962939
MI0039716,MIMAT0049008,hsa-miR-12114,5p,chr22,+,50407456,50407474
MI0017437,MIMAT0019961,hsa-miR-4790-5p,5p,chr3,-,5250227,5250246
MI0017437,MIMAT0019962,hsa-miR-4790-3p,3p,chr3,-,5250180,5250201
MI0039729,MIMAT0049021,hsa-miR-12127,3p,chr3,+,10280415,10280439
MI0014154,MIMAT0014999,hsa-miR-378b,3p,chr3,+,10330262,10330280
MI0005560,MIMAT0004947,hsa-miR-885-5p,5p,chr3,-,10394531,10394552
MI0005560,MIMAT0004948,hsa-miR-885-3p,3p,chr3,-,10394499,10394520
MI0015878,MIMAT0016900,hsa-miR-4270,5p,chr3,-,15496279,15496298
MI0014155,MIMAT0015000,hsa-miR-3134,3p,chr3,-,15697305,15697327
MI0003569,MIMAT0003227,hsa-miR-563,3p,chr3,+,15873822,15873840
MI0016135,MIMAT0018165,hsa-miR-3714,5p,chr3,+,16933196,16933217
MI0017438,MIMAT0019963,hsa-miR-4791,5p,chr3,-,19314907,19314924
MI0014156,MIMAT0015001,hsa-miR-3135a,5p,chr3,+,20137574,20137595
MI0016785,MIMAT0018960,hsa-miR-4442,3p,chr3,-,25664875,25664891
MI0014157,MIMAT0015002,hsa-miR-466,3p,chr3,-,31161714,31161736
MI0022210,MIMAT0025452,hsa-miR-548ay-5p,5p,chr3,-,32506342,32506362
MI0022210,MIMAT0025453,hsa-miR-548ay-3p,3p,chr3,-,32506305,32506326
MI0000727,MIMAT0000424,hsa-miR-128-3p,3p,chr3,+,35744527,35744547
MI0000727,MIMAT0031095,hsa-miR-128-2-5p,5p,chr3,+,35744490,35744512
MI0000083,MIMAT0000082,hsa-miR-26a-5p,5p,chr3,+,37969413,37969434
MI0000083,MIMAT0004499,hsa-miR-26a-1-3p,3p,chr3,+,37969452,37969473
MI0022667,MIMAT0027544,hsa-miR-6822-5p,5p,chr3,+,39138211,39138230
MI0022667,MIMAT0027545,hsa-miR-6822-3p,3p,chr3,+,39138242,39138265
MI0000476,MIMAT0000430,hsa-miR-138-5p,5p,chr3,+,44114234,44114256
MI0000476,MIMAT0004607,hsa-miR-138-1-3p,3p,chr3,+,44114274,44114295
MI0003570,MIMAT0003228,hsa-miR-564,5p,chr3,+,44861903,44861921
MI0006313,MIMAT0005576,hsa-miR-1226-5p,5p,chr3,+,47849555,47849580
MI0006313,MIMAT0005577,hsa-miR-1226-3p,3p,chr3,+,47849608,47849629
MI0016786,MIMAT0018961,hsa-miR-4443,5p,chr3,+,48196572,48196588
MI0010634,MIMAT0011158,hsa-miR-2115-5p,5p,chr3,-,48316418,48316439
MI0010634,MIMAT0011159,hsa-miR-2115-3p,3p,chr3,-,48316381,48316402
MI0022668,MIMAT0027546,hsa-miR-6823-5p,5p,chr3,-,48549996,48550016
MI0022668,MIMAT0027547,hsa-miR-6823-3p,3p,chr3,-,48549961,48549981
MI0012488,MIMAT0012734,hsa-miR-711,3p,chr3,-,48578914,48578935
MI0022669,MIMAT0027548,hsa-miR-6824-5p,5p,chr3,-,48633672,48633693
MI0022669,MIMAT0027549,hsa-miR-6824-3p,3p,chr3,-,48633636,48633656
MI0017440,MIMAT0019965,hsa-miR-4793-5p,5p,chr3,-,48644239,48644262
MI0017440,MIMAT0019966,hsa-miR-4793-3p,3p,chr3,-,48644201,48644223
MI0001448,MIMAT0003393,hsa-miR-425-5p,5p,chr3,-,49020199,49020221
MI0001448,MIMAT0001343,hsa-miR-425-3p,3p,chr3,-,49020159,49020180
MI0000465,MIMAT0000440,hsa-miR-191-5p,5p,chr3,-,49020672,49020694
MI0000465,MIMAT0001618,hsa-miR-191-3p,3p,chr3,-,49020631,49020652
MI0022737,MIMAT0027680,hsa-miR-6890-5p,5p,chr3,-,49099889,49099909
MI0022737,MIMAT0027681,hsa-miR-6890-3p,3p,chr3,-,49099854,49099873
MI0015879,MIMAT0016901,hsa-miR-4271,3p,chr3,+,49274158,49274176
MI0018172,MIMAT0021124,hsa-miR-5193,3p,chr3,-,49806165,49806186
MI0019797,MIMAT0023252,hsa-miR-5787,5p,chr3,+,50227438,50227457
MI0022719,MIMAT0027644,hsa-miR-6872-5p,5p,chr3,+,50273241,50273260
MI0022719,MIMAT0027645,hsa-miR-6872-3p,3p,chr3,+,50273275,50273295
MI0017434,MIMAT0019956,hsa-miR-4787-5p,5p,chr3,+,50675093,50675114
MI0017434,MIMAT0019957,hsa-miR-4787-3p,3p,chr3,+,50675130,50675153
MI0000433,MIMAT0000414,hsa-let-7g-5p,5p,chr3,-,52268336,52268357
MI0000433,MIMAT0004584,hsa-let-7g-3p,3p,chr3,-,52268280,52268300
MI0000452,MIMAT0000428,hsa-miR-135a-5p,5p,chr3,-,52294270,52294292
MI0000452,MIMAT0004595,hsa-miR-135a-3p,3p,chr3,-,52294232,52294253
MI0025900,MIMAT0030991,hsa-miR-8064,5p,chr3,-,52846523,52846542
MI0016594,MIMAT0018353,hsa-miR-3938,3p,chr3,-,55852515,55852536
MI0029321,MIMAT0035703,hsa-miR-548bb-5p,5p,chr3,-,60617837,60617858
MI0029321,MIMAT0035704,hsa-miR-548bb-3p,3p,chr3,-,60617815,60617836
MI0015880,MIMAT0016902,hsa-miR-4272,3p,chr3,+,67225500,67225517
MI0014158,MIMAT0015003,hsa-miR-3136-5p,5p,chr3,-,69049004,69049026
MI0014158,MIMAT0019203,hsa-miR-3136-3p,3p,chr3,-,69048966,69048987
MI0006431,MIMAT0005941,hsa-miR-1284,5p,chr3,-,71542039,71542060
MI0019111,MIMAT0018962,hsa-miR-4444,3p,chr3,+,75214518,75214535
MI0006657,MIMAT0005956,hsa-miR-1324,3p,chr3,+,75630823,75630846
MI0015881,MIMAT0016903,hsa-miR-4273,5p,chr3,+,75738290,75738307
MI0016430,MIMAT0018198,hsa-miR-3923,3p,chr3,+,79507937,79507958
MI0019292,MIMAT0022479,hsa-miR-5688,3p,chr3,+,85385761,85385782
MI0017442,MIMAT0019968,hsa-miR-4795-5p,5p,chr3,-,87226240,87226260
MI0017442,MIMAT0019969,hsa-miR-4795-3p,3p,chr3,-,87226199,87226220
MI0025896,MIMAT0030987,hsa-miR-8060,3p,chr3,+,96360006,96360029
MI0016428,MIMAT0018196,hsa-miR-3921,3p,chr3,-,99964325,99964347
MI0016752,MIMAT0018928,hsa-miR-548ab,5p,chr3,-,103524085,103524106
MI0016788,MIMAT0018963,hsa-miR-4445-5p,5p,chr3,+,109602835,109602856
MI0016788,MIMAT0018964,hsa-miR-4445-3p,3p,chr3,+,109602871,109602891
MI0003573,MIMAT0003231,hsa-miR-567,5p,chr3,+,112112816,112112838
MI0031828,MIMAT0039320,hsa-miR-9900,3p,chr3,+,112737140,112737160
MI0025912,MIMAT0031003,hsa-miR-8076,3p,chr3,-,113432128,113432151
MI0016789,MIMAT0019233,hsa-miR-4446-5p,5p,chr3,+,113594883,113594904
MI0016789,MIMAT0018965,hsa-miR-4446-3p,3p,chr3,+,113594918,113594939
MI0003574,MIMAT0003232,hsa-miR-568,5p,chr3,-,114316535,114316554
MI0017443,MIMAT0019970,hsa-miR-4796-5p,5p,chr3,-,114743496,114743517
MI0017443,MIMAT0019971,hsa-miR-4796-3p,3p,chr3,-,114743452,114743473
MI0016790,MIMAT0018966,hsa-miR-4447,3p,chr3,-,116850289,116850305
MI0039501,MIMAT0048637,hsa-miR-6529-5p,5p,chr3,-,120084614,120084635
MI0039501,MIMAT0048638,hsa-miR-6529-3p,3p,chr3,-,120084575,120084596
MI0000240,MIMAT0000228,hsa-miR-198,5p,chr3,-,120395703,120395724
MI0019282,MIMAT0022470,hsa-miR-5682,3p,chr3,+,121049684,121049705
MI0022961,MIMAT0028117,hsa-miR-7110-5p,5p,chr3,+,123161799,123161819
MI0022961,MIMAT0028118,hsa-miR-7110-3p,3p,chr3,+,123161858,123161879
MI0017868,MIMAT0021023,hsa-miR-5002-5p,5p,chr3,+,124132949,124132972
MI0017868,MIMAT0021024,hsa-miR-5002-3p,3p,chr3,+,124132988,124133008
MI0020360,MIMAT0023708,hsa-miR-6083,3p,chr3,+,124374408,124374427
MI0014159,MIMAT0015004,hsa-miR-544b,3p,chr3,+,124732486,124732507
MI0017981,MIMAT0021084,hsa-miR-5092,3p,chr3,-,125151475,125151496
MI0006421,MIMAT0005935,hsa-miR-548i,5p,chr3,-,125790493,125790514
MI0022670,MIMAT0027550,hsa-miR-6825-5p,5p,chr3,-,127575305,127575326
MI0022670,MIMAT0027551,hsa-miR-6825-3p,3p,chr3,-,127575267,127575288
MI0025752,MIMAT0031179,hsa-miR-7976,5p,chr3,-,127587158,127587176
MI0039726,MIMAT0049018,hsa-miR-12124,3p,chr3,+,128846872,128846891
MI0022671,MIMAT0027552,hsa-miR-6826-5p,5p,chr3,+,129272151,129272173
MI0022671,MIMAT0027553,hsa-miR-6826-3p,3p,chr3,+,129272222,129272243
MI0019312,MIMAT0022498,hsa-miR-5704,5p,chr3,-,131985901,131985922
MI0022672,MIMAT0027554,hsa-miR-6827-5p,5p,chr3,-,134367836,134367857
MI0022672,MIMAT0027555,hsa-miR-6827-3p,3p,chr3,-,134367804,134367824
MI0017435,MIMAT0019958,hsa-miR-4788,5p,chr3,+,134437836,134437857
MI0018165,MIMAT0021116,hsa-miR-5186,3p,chr3,-,151565904,151565924
MI0016425,MIMAT0018193,hsa-miR-3919,3p,chr3,+,159282700,159282720
MI0000438,MIMAT0000417,hsa-miR-15b-5p,5p,chr3,+,160404607,160404628
MI0000438,MIMAT0004586,hsa-miR-15b-3p,3p,chr3,+,160404645,160404666
MI0000115,MIMAT0000069,hsa-miR-16-5p,5p,chr3,+,160404754,160404775
MI0000115,MIMAT0004518,hsa-miR-16-2-3p,3p,chr3,+,160404797,160404818
MI0006398,MIMAT0005915,hsa-miR-1263,5p,chr3,-,164171523,164171544
MI0003575,MIMAT0004794,hsa-miR-551b-5p,5p,chr3,+,168551875,168551896
MI0003575,MIMAT0003233,hsa-miR-551b-3p,3p,chr3,+,168551914,168551934
MI0022673,MIMAT0027556,hsa-miR-6828-5p,5p,chr3,+,170423108,170423129
MI0022673,MIMAT0027557,hsa-miR-6828-3p,3p,chr3,+,170423143,170423162
MI0003576,MIMAT0003234,hsa-miR-569,3p,chr3,-,171106679,171106699
MI0017436,MIMAT0019959,hsa-miR-4789-5p,5p,chr3,+,175369552,175369573
MI0017436,MIMAT0019960,hsa-miR-4789-3p,3p,chr3,+,175369590,175369610
MI0025753,MIMAT0031180,hsa-miR-7977,5p,chr3,+,176515103,176515120
MI0016791,MIMAT0018967,hsa-miR-4448,3p,chr3,+,183886860,183886879
MI0003764,MIMAT0005458,hsa-miR-1224-5p,5p,chr3,+,184241405,184241423
MI0003764,MIMAT0005459,hsa-miR-1224-3p,3p,chr3,+,184241469,184241489
MI0019147,MIMAT0022295,hsa-miR-5588-5p,5p,chr3,-,185253252,185253272
MI0019147,MIMAT0022296,hsa-miR-5588-3p,3p,chr3,-,185253210,185253228
MI0019130,MIMAT0022263,hsa-miR-548aq-5p,5p,chr3,-,185767883,185767904
MI0019130,MIMAT0022264,hsa-miR-548aq-3p,3p,chr3,-,185767847,185767868
MI0006383,MIMAT0005900,hsa-miR-1248,5p,chr3,+,186786675,186786701
MI0000086,MIMAT0000085,hsa-miR-28-5p,5p,chr3,+,188688794,188688815
MI0000086,MIMAT0004502,hsa-miR-28-3p,3p,chr3,+,188688834,188688855
MI0005769,MIMAT0004987,hsa-miR-944,3p,chr3,+,189829975,189829996
MI0014160,MIMAT0015005,hsa-miR-3137,5p,chr3,-,195134551,195134574
MI0003577,MIMAT0003235,hsa-miR-570-3p,3p,chr3,+,195699460,195699481
MI0003577,MIMAT0022707,hsa-miR-570-5p,5p,chr3,+,195699425,195699446
MI0022674,MIMAT0027558,hsa-miR-6829-5p,5p,chr3,-,195882371,195882390
MI0022674,MIMAT0027559,hsa-miR-6829-3p,3p,chr3,-,195882329,195882348
MI0017444,MIMAT0019972,hsa-miR-4797-5p,5p,chr3,-,197293919,197293939
MI0017444,MIMAT0019973,hsa-miR-4797-3p,3p,chr3,-,197293888,197293908
MI0005714,MIMAT0004972,hsa-miR-922,3p,chr3,-,197674498,197674520
MI0003578,MIMAT0003236,hsa-miR-571,3p,chr4,+,350217,350237
MI0005768,MIMAT0004986,hsa-miR-943,3p,chr4,-,1986403,1986423
MI0017448,MIMAT0019978,hsa-miR-4800-5p,5p,chr4,-,2250127,2250147
MI0017448,MIMAT0019979,hsa-miR-4800-3p,3p,chr4,-,2250091,2250109
MI0016749,MIMAT0018926,hsa-miR-378d,5p,chr4,-,5923279,5923298
MI0017445,MIMAT0019974,hsa-miR-4798-5p,5p,chr4,+,7310459,7310480
MI0017445,MIMAT0019975,hsa-miR-4798-3p,3p,chr4,+,7310496,7310517
MI0015884,MIMAT0016906,hsa-miR-4274,3p,chr4,+,7460091,7460108
MI0000097,MIMAT0000094,hsa-miR-95-3p,3p,chr4,-,8005312,8005333
MI0000097,MIMAT0026473,hsa-miR-95-5p,5p,chr4,-,8005347,8005367
MI0006422,MIMAT0005935,hsa-miR-548i,5p,chr4,-,9556257,9556278
MI0014161,MIMAT0015006,hsa-miR-3138,3p,chr4,-,10078622,10078645
MI0003579,MIMAT0003237,hsa-miR-572,3p,chr4,+,11368887,11368906
MI0039715,MIMAT0049007,hsa-miR-12113,5p,chr4,+,11783185,11783206
MI0017980,MIMAT0021083,hsa-miR-5091,5p,chr4,+,13627875,13627897
MI0000294,MIMAT0000275,hsa-miR-218-5p,5p,chr4,+,20528299,20528319
MI0000294,MIMAT0004565,hsa-miR-218-1-3p,3p,chr4,+,20528342,20528363
MI0025754,MIMAT0031181,hsa-miR-7978,5p,chr4,-,21464738,21464758
MI0039717,MIMAT0049009,hsa-miR-12115,5p,chr4,+,22515316,22515339
MI0003580,MIMAT0003238,hsa-miR-573,5p,chr4,-,24520252,24520275
MI0015883,MIMAT0016905,hsa-miR-4275,5p,chr4,+,28819592,28819608
MI0006435,MIMAT0005945,hsa-miR-1255b-5p,5p,chr4,-,36426405,36426426
MI0017449,MIMAT0019980,hsa-miR-4801,3p,chr4,-,37241911,37241932
MI0003581,MIMAT0004795,hsa-miR-574-5p,5p,chr4,+,38868056,38868078
MI0003581,MIMAT0003239,hsa-miR-574-3p,3p,chr4,+,38868092,38868113
MI0019151,MIMAT0022301,hsa-miR-5591-5p,5p,chr4,+,39411910,39411930
MI0019151,MIMAT0022302,hsa-miR-5591-3p,3p,chr4,+,39411954,39411974
MI0017450,MIMAT0019981,hsa-miR-4802-5p,5p,chr4,-,40502086,40502107
MI0017450,MIMAT0019982,hsa-miR-4802-3p,3p,chr4,-,40502051,40502073
MI0025889,MIMAT0030980,hsa-miR-8053,5p,chr4,+,47652679,47652702
MI0016792,MIMAT0018968,hsa-miR-4449,3p,chr4,+,52712720,52712741
MI0016793,MIMAT0018969,hsa-miR-548ag,5p,chr4,+,60922623,60922643
MI0006406,MIMAT0005923,hsa-miR-1269a,3p,chr4,+,66276890,66276911
MI0016795,MIMAT0018971,hsa-miR-4450,5p,chr4,+,76573572,76573593
MI0016796,MIMAT0018972,hsa-miR-548ah-5p,5p,chr4,+,76575561,76575580
MI0016796,MIMAT0020957,hsa-miR-548ah-3p,3p,chr4,+,76575597,76575618
MI0003582,MIMAT0003240,hsa-miR-575,3p,chr4,-,82753352,82753370
MI0016797,MIMAT0018973,hsa-miR-4451,3p,chr4,+,85722515,85722531
MI0016798,MIMAT0018974,hsa-miR-4452,3p,chr4,-,86542485,86542507
